,name,birth_death,pha,pha_label,observation
,"Keating, Kathleen",,33,K33,
,"Keatinge, Joe",,33,K33,
,"Keats, John",,33,K33,
,"Keckler, Charles",,33,K33,
,"Kedouk, Marcia",,33,K33,
,"Keegan, Warren J.",,34,K34,
,"Keelling, Ralph",,34,K34,
,"Keen, A. W.",,34,K34,
,"Keesling, Barbara",,34,K34,
,"Kehdi, Valter",,35,K35,
,Kehl ,,35,K35,
,"Kehl, Luis",,35,K35,
,"Kehl, Maria Rita",,35,K35,
,"Keinert, Ruben Cesar",,36,K36,
,"Kelder, Peter",,36,K36,
,"Keller, Alfred J.",,38,K38,
,"Keller, Erich",,38,K38,
,"Keller, Werner",,38,K38,
,"Kellerman, Faye",,38,K38,
,"Kelley, Eugene J.",,39,K39,
,"Kelley, Patrick A.",,39,K39,
,"Kelly, Celso",,39,K39,
,"Kelly, Emma",,39,K39,
,"Kelly, Grace",,39,K39,
,"Kelly, Leslie",,39,K39,
,"Kelly, Martha Hall",,39,K39,
,"Kelly, Richard",,39,K39,
,"Kelman, Marcy",,39,K39,
,"Kelsen, Hans",,41,K41,
,"Kemoun, Hubert Ben",,42,K42,
,"Kemp, Irene Margarida Lajos",,42,K42,
,"Kempenich, Mario",,42,K42,
,"Kempf, Roswitha",,42,K42,
,"Kempf, Roswitha ",,42,K42,
,"Kempson, Ruth M.",,42,K42,
,"Kendal, Claire",,43,K43,
,"Keneally, Thomas",,43,K43,
,"Keng, She",,43,K43,
,"Kennedy, Douglas",,43,K43,
,"Kennedy, Jacqueline",,43,K43,
,"Kennedy, John Fitzgerald",,43,K43,
,"Kennedy, Robert F.",,43,K43,
,"Kennedy, William",,43,K43,
,"Kenney, Patrícia",,43,K43,
,"Kent, Cassandra",,44,K44,
,"Kent, Kathleen",,44,K44,
,"Kepler, Johannes",,46,K46,
,"Kepler, Karl",,46,K46,
,"Kepler, Lars",,46,K46,
,"Kepnes, Caroline",,46,K46,
,"Keppe, Norberto R.",,46,K46,
,"Kergman, Jill",,47,K47,
,"Kerkmann, Klaus",,47,K47,
,"Kern, Donald Q.",,47,K47,
,"Kerouac, Jack",,47,K47,
,"Kerr, Gordon",,48,K48,
,"Kerrigan, Michael",,48,K48,
,"Kerven, Rosalind",,48,K48,
,"Kesey, Ken",,49,K49,
,"Kessel, Joseph",,52,K52,
,"Kesselring, Thomas",,52,K52,
,"Kestenbaum, Normann",,52,K52,
,"Kets de Vries, Manfred F. R.",,53,K53,
,"Kettner, Joanine",,53,K53,
,"Keyes, Marian",,55,K55,
,"Keynes, John Maynard",,55,K55,
,"Keynes, Milo",,55,K55,
,"Kfouri, Juca",,55,K55,
,"Khadra, Yasmina",,56,K56,
,Khady,,56,K56,
,"Khan, Hazrat Inayat",,56,K56,
,"Khanna, Parag",,56,K56,
,"Khayyam, Omar",1048-1131,56,K56,
,"Khéde, Sonia Salomão ",,56,K56,
,"Kherlakian, José",,56,K56,
,"Khomeini, Aiatolá",,56,K56,
,"Khoury, Denise Andrade",,56,K56,
,"Khoury, Elias",,56,K56,
,"Khoury, Karim",,56,K56,
,"Khoury, Raymond",,56,K56,
,"Khruschev, Nikita",,56,K56,
,"Kibuishi, Kazu",,57,K57,
,"Kidd, Rob",,57,K57,
,"Kidricki, Cláudio da Cunha",,57,K57,
,"Kidson, Peter",,57,K57,
,"Kiefer, Charles",,58,K58,
,"Kierkegaard, Soren",,59,K59,
,"Ki-Kerzo, J.",,59,K59,
,"Kikuchi, Tomio",,59,K59,
,"Kiley, Dan",,61,K61,
,"Kiley, Deborah Scaling",,61,K61,
,"Kilimanjaro, Sarah",,61,K61,
,"Killian, Hans",,61,K61,
,"Kim, Ashida",,62,K62,
,"Kim, W. Chan",,62,K62,
,"Kim, Young-ha",,62,K62,
,"Kimball, Spencer W.",,62,K62,
,"Kimmel, Eric A.",,62,K62,
,"Kincaid, S. J.",,63,K63,
,"Kincheloe, Joe L.",,63,K63,
,"Kindersley, Barnabas",,63,K63,
,"Kindersley, Dorling",,63,K63,
,"Kindle, Joseph H.",,63,K63,
,"Kindt, Mat",,63,K63,
,"King, Martin Luther",,64,K64,
,"King, Roberto",,64,K64,
,"King, Stephen",,64,K64,
,"King, Stephen Michael",,64,K64,
,"Kingma, Daphne Rose",,64,K64,
,"Kingsley, Charles",,64,K64,
,"King-Smith, Dick",,64,K64,
,"Kinney, Jay",,64,K64,
,"Kinney, Jeff",,64,K64,
,"Kinsella, Sophie",,64,K64,
,"Kipling, Rudyard",,64,K64,
,Kipper,,64,K64,
,"Kirino, Natsuo",,65,K65,
,"Kirk, David",,65,K65,
,"Kirk, Samuel A.",,65,K65,
,"Kirkland, Gelsey",,65,K65,
,"Kirkman, Rick",,65,K65,
,"Kirkman, Robert",,65,K65,
,"Kirkwood, Byron",,65,K65,
,"Kirst, Marcos",,65,K65,
,"Kishi, Nelson Takahiro",,66,K66,
,"Kita, Oscar",,67,K67,
,"Kitson, Michael",,67,K67,
,"Kitzinger, Sheila",,67,K67,
,"Kivitz, Ed René",,68,K68,
,"Kiyosaki, Robert T.",,68,K68,
,"Klacewicz, Anna",,69,K69,
,"Kladstrup, Don",,69,K69,
,"Klassen, Jon",,69,K69,
,"Klavan, Andrew",,69,K69,
,"Kleiman, Angela [Angela Del Carmen Bastos Romero de Kleiman]",,72,K72,
,"Klein, Antonio Carlos",,72,K72,
,"Klein, Cristina",,72,K72,
,"Klein, Lígia Regina ",,72,K72,
,"Klein, Melanie",,72,K72,
,"Klein, Samuel",,72,K72,
,"Klein, Sérgio",,72,K72,
,"Klein, Stefan",,72,K72,
,"Kleiner, Susan",,72,K72,
,"Klett, Renate",,72,K72,
,"Kleypas, Lisa",,72,K72,
,"Kliksberg, Bernardo",,72,K72,
,"Klim, Max",,72,K72,
,"Klimo, Kate",,72,K72,
,"Klineberg, Otto",,72,K72,
,"Kling, Tammy",,72,K72,
,"Klink, Amyr",,72,K72,
,"Klink, Mariana",,72,K72,
,"Kloetzel, Kurt",,74,K74,
,"Kluckhohn, Clyde ",,74,K74,
,"Knapik, Janete",,75,K75,
,"Knapp, Mark L.",,75,K75,
,"Knausgard, Karl Ove",,75,K75,
,"Knebel, Fletcher",,76,K76,
,"Kneller, George",,76,K76,
,"Knight, Amy",,77,K77,
,"Knight, Eric",,77,K77,
,"Knight, Gareth",,77,K77,
,"Knobel, Maurício",,78,K78,
,"Knoedler, Evelyn",,78,K78,
,"Knopf, Alfred A.",,78,K78,
,"Knowles, John",,79,K79,
,"Knox, Ronald",,79,K79,
,"Ko, Masaki",,79,K79,
,"Kobayashi, Maria do Carmo Monteiro",,79,K79,
,"Kobbé, Gustave",,79,K79,
,"Koch, C.J.",,81,K81,
,"Koch, Herman",,81,K81,
,"Koch, Ingedore Villaça ",,81,K81,
,"Koch, Richard",,81,K81,
,"Koch, Rosi M.",,81,K81,
,"Köche, José Carlos",,81,K81,
,"Koehler, H.",,82,K82,
,"Koen, Karleen",,82,K82,
,"Koeng, Viviane",,82,K82,
,"Koenig, Laird",,82,K821,DECIMAL ADICIONADO
,"Koepf, Hans",,82,K82,
,"Koerner, Andrei",,82,K82,
,"Kohan, Silvia Adela",,85,K85,
,"Kohnstamm, Thomas",,85,K85,
,"Kohut, Heinz",,85,K85,
,"Kok, Glória",,85,K85,
,"Kokichi, Shoji",,85,K85,
,"Kokis, Sérgio",,85,K85,
,"Kolaczek, Marie",,85,K85,
,"Kolck, Odette Lourenção van",,85,K85,
,"Kolosimo, Peter",,85,K85,
,"Komroff, Manuel",,85,K85,
,"Konder, Leandro",,85,K85,
,"Konder, Rodolfo",,85,K85,
,"Kondic, V.",,85,K85,
,"Kondo, Marie",,85,K85,
,"Konsalik, Heinz G.",,86,K86,
,"Koo, Jeff",,86,K86,
,"Kooiji, Rachel Van",,86,K86,
,"Koontz, Dean",,86,K86,
,"Köpke, Carlos Burlamáqui",,86,K86,
,Kopvloba,,86,K86,
,"Korczak, Janusz",,86,K86,
,"Korda, Michael",,86,K86,
,"Kormann, Jaqueline",,86,K86,
,"Kornblu, Stacey",,87,K87,
,"Kos, Cesar",,88,K88,
,"Koshiba, Luiz",,88,K88,
,"Koshiyama, Alice Mitika",,88,K88,
,"Kosik, Karel",,88,K88,
,"Kosinski, Jerzy",,88,K88,
,"Kosinski, Regina Taam de",,88,K88,
,"Kossak, Zofia",,88,K88,
,"Koster, Mark Kees",,88,K88,
,"Kothe, S.",,88,K88,
,"Kotler, Philip",,88,K88,
,"Kotre, John",,88,K88,
,"Kotscho, Ricardo",,88,K88,
,"Kotter, John Paul",1947-,88,K88,
,"Kotzwinkle, William",,88,K88,
,"Koudela, Ingrid Dormien",,88,K88,
,"Kovak, Mathilda",,89,K89,
,"Krakauer, Jon",,91,K91,
,"Kramer, Chaim",,91,K91,
,"Kramer, Heinrich",,91,K91,
,"Kramer, Sonia",,91,K91,
,"Krames, Jeffrey A.",,91,K91,
,"Krane, Baroneza Ana Von",,91,K91,
,"Krantz, Judith",,91,K91,
,"Krausz, Luis S.",,91,K91,
,"Krech, David",,92,K92,
,"Krell, Olga",,92,K92,
,"Krell, Olga Jubert Gouveia",,92,K92,
,"Kremer, Thomas",,92,K92,
,"Kretschmann, Ângela",,92,K92,
,"Krieger, Daniel",,93,K93,
,"Krieger, Gustavo",,93,K93,
,"Krieger, Isadora",,93,K93,
,"Krieger, Maria da Graça",,93,K93,
,"Krieger, Maria de Lourdes",,93,K93,
,"Krijanowskaia, Wera",,93,K93,
,Krishna,,93,K93,
,"Krishnamurti, J.",,93,K93,
,"Kristal, Leonard",,93,K93,
,"Kriyananda, Swami",,93,K93,
,"Kronemberger, Antonio Carlos",,94,K94,
,"Kronzeki, Allan Zola",1941-,94,K94,
,"Krug, Jorge Gilberto",,95,K95,
,"Kruger, C. Baxter",,95,K95,
,"Krugli, Ilo",,95,K95,
,"Krugman, Paul",,95,K95,
,"Krulik, Nancy",,95,K95,
,"Kruppa, Sonia M. Portella",,96,K96,
,Kruschev,,96,K96,
,"Kubitschek, Juscelino",,97,K97,
,"Kubler, Annie",,97,K97,
,"Kubler-Ross, Elisabeth",,97,K97,
,"Kubrusly, Cláudio A.",,97,K97,
,"Kubrusly, Maurício",,97,K97,
,"Kucera, Lia",,97,K97,
,"Kucera, Maria",,97,K97,
,"Kucinski, Bernardo",,97,K97,
,"Kuczynski, Leila Mohamed Youssef",,97,K97,
,"Kudo, Kazuzo",,97,K971,DECIMAL ADICIONADO
,"Kuethe, James I.",,97,K97,
,"Kuguimiya, Talessa",,97,K97,
,"Kuhl, Eurípedes",,98,K98,
,"Kuhne, Berthold",,98,K98,
,"Kühnemann, Úrsula",,98,K98,
,"Kuipers, Alice",,98,K98,
,"Kujawski, Gilberto de Mello",,98,K982,DECIMAL ADICIONADO
,"Kulin, Ayse",,98,K98,
,"Küller, José Antonio",,98,K98,
,"Kumar, Nirmalya",,98,K98,
,"Kumar, Satish",,98,K98,
,"Kumon, Toru",,98,K98,
,"Kumpfmuller, Michael",,98,K98,
,"Kundera, Milan",,98,K98,
,"Kundtz, David",,98,K98,
,"Kunioshi, Sinzo",,98,K98,
,"Kunstler, Charles",,98,K98,
,"Kuperman, Mario",,98,K981,DECIMAL ADICIONADO
,"Kupermann, Daniel",,98,K98,
,"Kupfer, Maria Cristina",,98,K98,
,"Kupstas, Marcia",,98,K98,
,"Kureishi, Hanif",,98,K98,
,"Kurlansky, Mark",,98,K98,
,"Kurosawa, Akira",,98,K98,
,"Kury, Adriano da Gama",,98,K98,
,"Kusano, Darci Yasuco",,98,K98,
,"Kushner, Harold S.",,98,K98,
,"Kusumoto, Kamino",,98,K98,
,"Kutscka, Hilton James",,98,K98,
,"Kuzmín, Mikhail",,98,K98,
,"Kyokai, Bukkyo Dendo",,99,K99,
,L. P. M. Maia,,,Conferir,
,La Baronne,,114,L114,
,"La Fontaine, Jean de",,166,L116,
,"La Fressange, Ines de",,167,L167,
,"La Taille, Yves de",,379,L379,
,"La Vega, Santiago G. de",,428,L428,
,"Laan, Dick",,11,L11,
,"Labaki, Amir",,113,L113,
,"Labbé, Brigitte",,12,L12,
,"Laborit, Emmanuelle",,123,L123,
,"Lacan, Jacques",,129,L129,
,"Lacaz, Carlos da Silva",,131,L131,
,"Lacerda, Carlos",,135,L135,
,"Lacerda, Catarina Augusta de Oliveira Pasin de ",,135,L135,
,"Lacerda, Claudio",,135,L135,
,"Lacerda, Gabriel",,136,L136,
,"Lacerda, Luiz Cláudio",,138,L138,
,"Lacerda, Marcelo",,138,L138,
,"Lacerda, Maurício",,138,L138,
,"Lacerda, Rodrigo",,14,L14,
,"Lacerda, Rosita de Martins de",,14,L14,
,"Laclos, Chordelos de",,145,L145,
,"Lacombe, Amélia",,146,L146,
,"Lacombe, Américo Jacobina",,146,L146,
,"Lacombe, Ana Luísa",,146,L146,
,"Lacroix, Cíntia",,15,L15,
,"Lacroix, René",,15,L15,
,"Ladeira, Idalina",,153,L153,
,"Ladeira, Julieta de Godoy",,153,L153,
,"Laden, Bin",,156,L156,
,"Laden, Nina",,156,L156,
,"Ladouse, Gillian Porter",,158,L158,
,Lady Gaga,,158,L158,
,"Laender, Paulo",,159,L159,
,Laerte,,16,L16,
,"Laet, Carlos de",,161,L161,
,"Lafargue, Paul",,162,L162,
,"Laforgia, Reynaldo",,166,L166,
,"LaFountaine, George",,166,L166,
,"Lage, Amymtas de Assis",,17,L17,
,"Lagercrantz, David",,172,L172,
,"Lagerkvist, Pär",,172,L172,
,"Lagerlöf, Selma",,172,L172,
,"Lages, Patricia",,172,L172,
,"Lago, Angela",,174,L174,
,"Lago, Antonio",,174,L174,
,"Lago, Kadu",,174,L174,
,"Lago, Mario",,175,L175,
,"Lago, Pedro Corrêa do",,175,L175,
,"Lagôas, Luiza",,177,L177,
,"LaHaye, Tim",,185,L185,
,"Lahiri, Jhumpa",,185,L185,
,"Lahud, Michel",,185,L185,
,"Laidlaw, Caroline",,186,L186,
,"Laing, Ronald David",1927-,186,L186,
,"Laitman, Rav Michael",,19,L19,
,"Lajolo, Marisa",,194,L194,
,"Lajonquière, Leandro de",,194,L194,
,"Lajugie, Joseph",,194,L194,
,"Lakatos, Eva Maria",,195,L195,
,"Laks, Aleksander Henryk",,198,L198,
,Lalau,1954-,199,L199,
,"Lalouette, Claire",,214,L214,
,"Lalwani, Nikita",,214,L214,
,"Lama, Dalai",,215,L215,
,"Lamare, Tite de",,22,L22,
,"Lamartine, A. de",,22,L22,
,"Lamb, Charles",,222,L222,
,"Lamb, Christina",,222,L222,
,"Lamb, Kathryn",,222,L222,
,"Lambert, Eduardo",,223,L223,
,"Lambert, Jacques",,223,L223,
,"Lamblin, Christian",,224,L224,
,"Lamennais, Félicité de ",,228,L228,
,"Lamounier, Bolívar",,233,L233,
,"L'Amour, Louis",,233,L233,
,"Lampedusa, Giuseppe Tomasi di",,234,L234,
,"Lamprell, Klay",,234,L234,
,"Lampros, Nestor",,234,L234,
,Lan,,237,L237,
,"Lancelin, Aude",,238,L238,
,"Lancellotti, Sílvio",,238,L238,
,"Lancillotti, Samira Saad Pulchério",,239,L238,
,"Land, Ali",,24,L24,
,"Landau, Alice",,242,L242,
,"Landmann, Bimba",,246,L246,
,"Lando, Isa Mara",,248,L248,
,"Landucci, Lelio",,252,L252,
,"Lane, Andrew",,256,L256,
,"Lane, Silvia T. Maurer",,257,L257,
,"Lang, R. D.",,262,L262,
,"Lange, Nicholas de",,264,L264,
,"Langguth, A. J.",,271,L271,
,"Langrish, Katherine",,274,L274,
,"Lansing, Alfred",,283,L283,
,"Lanz, Rudolf",,29,L29,
,"Lanza, Celestina Arruda",,291,L291,
,"Lapa, J. R. do Amaral",,313,L313,
,"Lapa, M. Rodrigues",,314,L314,
,"Laparte, Vagner",,314,L314,
,"Lapena, Shari",,316,L316,
,"Lapenda, Ana Lúcia",,316,L316,
,"Lapierre, David",,317,L317,
,"Lapierre, Dominique",,317,L317,
,"Lapierre, Jean-Pie",,317,L317,
,"Laplanche, J",,317,L317,
,"Laplanche, Jean",,317,L317,
,"Lapolli, Édis Mafra",,318,L318,
,"Laqueur, Walter",,324,L324,
,"Lara, Silvia Hunold",,328,L328,
,"Lara, Valter Luiz",,329,L329,
,"Laraia, Roque de Barros",,331,L331,
,"Laranjeira, Ronaldo",,331,L331,
,"Largura, Walmor de Almeida Nogueira",,334,L334,
,"Larranãga, Inácio",1928-,342,L342,
,"Larreula, Enric",,342,L342,
,"Larrosa, Jorge",,342,L342,
,"Larroyo, Francisco",,342,L342,
,"Larry, H. I.",,342,L342,
,"Larsen, Kirsten",,343,L343,
,"Larsen, Reif",,343,L343,
,"Larsen, Stephen",,343,L343,
,"Larson, Asa",,344,L344,
,"Larson, Erik",,344,L344,
,"Larson, Gary",,344,L344,
,"Larson, Ron",,344,L344,
,"Larsson, Stieg",,344,L344,
,"Lasarte, Juan Ainaud de",,347,L347,
,"Lasch, Christopher",,354,L354,
,"Lashinsky, Adam",,359,L359,
,"Lasky, Jesse",,362,L362,
,"Lasky, Kathryn",,362,L362,
,"Lassaigne, Jacques",,365,L365,
,"Lassus, Jean",,373,L373,
,"Latimer, Jonathan",,38,L38,
,"Lauand, Carlos Antonio",,388,L388,
,"Lauand, Jean",,388,L388,
,"Laub, Michel",,389,L389,
,"Lauda, Niki",,391,L391,
,Laudec,,391,L391,
,"Laufer, Roger",,396,L396,
,"Laurance, Alice",,399,L399,
,"Laure, Estelle",,41,L41,
,"Lauren, Christina",,412,L412,
,"Laurence, J.",,412,L412,
,"Laurito, Ilka Brunhilde",,419,L419,
,"Lavachery, Thomas",,425,L425,
,"Laver, James",,429,L429,
,"Lavies, Bianca",,431,L431,
,"Lavosier, Antoine",,436,L436,
,"Law, Stephen",,439,L439,
,"Lawrence, Carol",,447,L447,
,"Lawrence, D. H.",,447,L447,
,"Lawrence, Michael",,448,L448,
,"Lawrence, Paul R.",,448,L448,
,"Lawson, Mary",,45,L45,
,"Lawther, John D.",,451,L451,
,"Laxness, Halldór",,453,L453,
,"Layalin, Samira",,455,L455,
,"Lazanus, Mell",,458,L458,
,"Lazaretti, Cristina",,459,L459,
,"Lazarus, Arnold A.",,459,L459,
,"Lazear, Jonathon",,46,L46,
,"Lazzaretti, Lucas",,461,L461,
,"Le Boulch, Jean",1924-2001,486,L486,
,"Le Carré, John",1931-,492,L492,
,"Le Jeune, Véronique ",,557,L557,
,"Le Roy, Irving",,625,L625,
,"Leach, Penelope",,468,L468,
,"Leadbeater, C. W.",,468,L468,
,"Leader, Darian",,468,L468,
,"Leal, Alberto",,47,L47,
,"Leal, Ana Cláudia da S. ",,47,L47,
,"Leal, Antonio",,47,L47,
,"Leal, Carlos Eduardo",,47,L47,
,"Leal, Cláudio Murilo",,47,L47,
,"Leal, Daniela",,47,L47,
,"Leal, Hermes",,471,L471,
,"Leal, Isa Silveira",,471,L471,
,"Leal, José Carlos",,471,L471,
,"Leal, Marconi",,472,L472,
,"Leal, Maria",,472,L472,
,"Leal, Maria Leonor de Macedo Soares",,472,L472,
,"Leal, Sérgio José de Machado",,473,L473,
,"Leal, Ubiraci de Souza",,473,L473,
,"Leão, Célia",,476,L476,
,"Leão, Danuza",,476,L476,
,"Leão, Graça",,476,L476,
,"Leão, Liana",,476,L476,
,"Leão, Pedro Henrique Saraiva",,477,L477,
,"Leão, Pepita de",,477,L477,
,"Leão, Raimundo Matos de",,478,L478,
,"Leason, Barney",,479,L479,
,"Leather, Sue",,479,L479,
,"Leavitt, David",,479,L479,
,"Leavitt, Lindsey",,479,L4791,DECIMAL ADICIONADO
,"Leblanc, Maurice",,486,L486,
,"Leboyer, Frederick",,486,L486,
,Lebrun,,49,L49,
,"Lebrun, Gérard",,49,L49,
,"Leckie, Ross",,495,L495,
,"Ledeen, Michael A.",,511,L511,
,"Lederer, William J.",,512,L512,
,"Lederman, Ellen",,513,L513,
,"Ledun, Marin",,515,L515,
,"Ledur, Paulo Flávio",,515,L515,
,"Lee, Harper",,517,L517,
,"Lee, Laura",,517,L51,
,"Lee, Lee Van",,517,L5171,DECIMAL ADICIONADO
,"Lee, Matilda",,518,L518,
,"Lee, Rachel",,519,L519,
,"Lee, Rita",,519,L519,
,"Lee, Stan",,519,L5191,DECIMAL ADICIONADO
,"Lee, Tanith",,519,L519,
,"Lee, Tony",,519,L519,
,"Lee, Wesley Duke",,519,L519,
,"Leenders, Michiel R.",,52,L52,
,"Leet, Leonora",,52,L52,
,"Lefebvre, Georges",,522,L522,
,"Lefèvre, Antonio Branco",,523,L523,
,"Lefèvre, Virginia",,523,L523,
,"Léger, Jack-Alain",,526,L526,
,"Legg, Gerald",,526,L526,
,"Legge, David",,526,L526,
,"Legrand, Louis",,529,L529,
,"Lehane, Dennis",,53,L53,
,"Lehman, Ernest",,531,L531,
,"Lehman, Yvette Piha",,531,L531,
,"Lehmann, Stephaine",,531,L531,
,"Lehr, Dick",,533,L533,
,"Lehrman, Maggie",,533,L533,
,"Leibniz, Gottfried Wilhelm",,535,L535,
,"Leigh, Susannah",,539,L539,
,"Leighton, M.",,539,L539,
,"Leindecker, Duca",,542,L542,
,"Leininger, Andrea",,542,L542,
,"Leinz, Viktor",,543,L543,
,"Leitão, Mércia M.",,549,L549,
,"Leitão, Míriam",,549,L549,
,"Leite, Alciene Ribeiro",,55,L55,
,"Leite, Angela",,55,L55,
,"Leite, Bernardo",,55,L55,
,"Leite, Carlos alberto de Oliveira",,551,L551,
,"Leite, Deodato Ferreira",,551,L551,
,"Leite, Helio de Paula ",,552,L552,
,"Leite, Hernani Facundo",,552,L552,
,"Leite, Ivana Arruda",,552,L552,
,"Leite, José Roberto teixeira",,553,L553,
,"Leite, Ligia Chiappini M.",,554,L554,
,"Leite, Lígia Silva Leite",,554,L554,
,"Leite, Luci Banks",,554,L554,
,"Leite, Mara Solange C. de Sá",,554,L554,
,"Leite, Marcelo",,554,L554,
,"Leite, Márcia",,554,L554,
,"Leite, Miriam Moreira",,554,L554,
,"Leite, Paulo Fernando",,555,L555,
,"Leite, Paulo Marques",,555,L555,
,"Leite, Sebastião Uchoa",,555,L555,
,"Leite, Sérgio Antônio da Silva",,555,L555,
,"Leite, Silvana Cobucci",,555,L555,
,"Leloup, Jean-Yves",,561,L561,
,"Lem, Stanislaw",,563,L563,
,"Lematre, Pierre",,563,L563,
,"Leme, Neusa Maria Paes",,568,L568,
,"Leme, Odilon Soares",,568,L568,
,"Leme, Pedro Taques de Almeida Paes",,568,L568,
,"Leminski, Cristina",,571,L571,
,"Leminski, Paulo",,571,L571,
,"Lemle, Miriam",,571,L571,
,"Lemonache, Ricardo Alves",,575,L575,
,"Lemos Filho, Arnaldo",,577,L577,
,"Lemos, Ana",,576,L576,
,"Lemos, Carlos Alberto Cerqueira",1925-,576,L576,
,"Lemos, Gilvan",,577,L577,
,"Lemos, Gláucia",,577,L577,
,"Lemos, Jorge",,577,L577,
,"Lemos, Lara de",,577,L577,
,"Lemos, Lucia",,577,L577,
,"Lemos, Padre Rafael André Pereira de",,578,L578,
,"Lemos, Regina",,579,L579,
,"Lemos, Roberto Jenkins de",,579,L579,
,"Lemos, Rosita C.",,579,L579,
,"Lemos, Ruth",,579,L579,
,"Lemov, Doug",,579,L579,
,"Lenain, Thierry",,58,L58,
,"Lenardon, Franca",,58,L58,
,"L'Engle, Madeleine",,584,L584,
,"Lenhard, Rudolf",,584,L584,
,"Lennon, John",,586,L586,
,"Lenval, H. Lubienska de",,589,L589,
,"Lenz, Flavio",,59,L59,
,"Lenza, Pedro",,59,L59,
,"Léo, Padre",,591,L591,
,"Léon, Antonie",,593,L593,
,"Leon, Donna",,593,L593,
,"Léon, Fray Luis de",,593,L593,
,"Leonard, Elmore",,594,L594,
,"Leonard, Niall",,594,L594,
,"Leonardi, Gislaine Ricci",,595,L595,
,"Leonardo, Fábio Martins de",,596,L596,
,"Leonardos, Stella",,596,L596,
,"Leonardos, Thomas",,596,L596,
,"Leonbard, George",,596,L596,
,"Leoni, Giulio",,611,L611,
,"Leopardi, Giacomo",,612,L612,
,"Lépore, Amira B.",,618,L618,
,"Lepore, Jill",,618,L618,
,"Lepori, Luis Raúk",,618,L618,
,"Lepsch, Igo F.",,618,L618,
,"Lepschy, Giulio C.",,618,L618,
,"Lerner, Ben",,624,L624,
,"Lerner, Breno",,624,L624,
,"Lerner, Delia",,624,L624,
,"Leroux, Gaston",,626,L626,
,"Leroy, Maurice",,626,L626,
,"Lesbaupin, Ivo",,628,L628,
,"Lescroart, John",,629,L629,
,"Lesky, Albin",,63,L63,
,"Lessa Filho, Ivo",,631,L631,
,"Lessa, Francisco de Paula M. ",,631,L631,
,"Lessa, Ivan",,631,L631,
,"Lessa, Orígenes",,632,L632,
,"Lessa, Ricardo",,632,L632,
,"Lessa, Roberto",,632,L632,
,"Lessa, Sandra",,632,L632,
,"Lessing, Doris",,634,L634,
,"Lestrade, Agnès de",,635,L635,
,"Lethem, Jonathan",,636,L636,
,"Lether, Sue",,636,L636,
,Letras & Lucros ,,636,L636,
,"Leuzinger, Maria Alice do Nascimento e Silva",,64,L64,
,"Leuzzi, Carmmela",,64,L64,
,"Levai, Laerte Fernando",,642,L642,
,"Lévêque, Pierre",,643,L643,
,"Lévi, Éliphas",,644,L644,
,"Levin, Esteban",,645,L645,
,"Levin, Hanoch",,645,L645,
,"Levin, Ira",,645,L645,
,"Levin, Janna",,645,L6451,DECIMAL ADICIONADO
,"Levine, Karen",,645,L645,
,"Levine, Laura",,645,L6452,DECIMAL ADICIONADO
,"Levine, Samuel ",,645,L645,
,"Levinson, Jay Conrad",,645,L645,
,"Levisky, David Léo",,646,L646,
,"Lévi-Strauss, Claude",,646,L646,
,"Levithan, David",,647,L647,
,"Levitt, Steven D.",,647,L647,
,"Levitt, Theodore",,647,L647,
,"Lévy, Bernard-Henri",,65,L65,
,"Levy, Diane",,65,L65,
,"Lévy, Didier",,65,L65,
,"Lévy, Janine",,65,L65,
,"Levy, Marc",,65,L65,
,"Levy, Paulo",,65,L65,
,"Lévy, Pierre",,65,L65,
,"Lewis, Anthony",,652,L652,
,"Lewis, C. S.",,652,L652,
,"Lewis, Helen",,652,L652,
,"Lewis, Irwin",,652,L652,
,"Lewis, Jon E.",,652,L652,
,"Lewis, Michael",,653,L653,
,"Lewis, Richard",,653,L653,
,"Lewis, Sinclair",,653,L653,
,"Lex, Ary",,654,L654,
,"Leymarie, Madame P. G.",,655,L655,
,"Leyson, Leon",,656,L656,
,"L'Homme, Erik",,659,L659,
,Li Bai,,664,L664,
,"Liang, Diane Wei",,661,L661,
,"Lianke, Yan",,661,L6611,DECIMAL ADICIONADO
,"Libâneo, José Carlos",,664,L664,
,"Libânio, João Batista",,664,L664,
,"Liberato, Aparecida",,666,L666,
,"Libero, Chiara",,668,L668,
,"Licart, Capitão",,673,L673,
,"Licks, Elton",,678,L678,
,"Lider, Julian",,68,L68,
,"Lidmilová, Oavla",,68,L68,
,"Lieberman, Hebert",,681,L681,
,"Liescov, Nicolau",,682,L682,
,"Lieury, Alain",,687,L687,
,"Lievegoed, Bernard",,687,L687,
,"Liggett, Kim",,691,L691,
,"Ligthman, Alan",,691,L691,
,"Lilla, Ciro",,695,L695,
,"Lima Netto, Roberto Procópio de",,699,L699,
,"Lima Sobrinho, Barbosa",,71,L71,
,"Lima, Adelmir Morato de",,696,L696,
,"Lima, Adriana de Oliveira",,696,L696,
,"Lima, Adriana Flávia Santos de Oliveira",,696,L696,
,"Lima, Afonso",,696,L696,
,"Lima, Alceu Amoroso",,696,L696,
,"Lima, Ana",,696,L696,
,"Lima, Ana Beatriz Destruti",,696,L696,
,"Lima, André",,696,L696,
,"Lima, Antonio",,696,L696,
,"Lima, Antônio Sebastião de",,696,L696,
,"Lima, Araújo",,696,L696,
