,name,birth_death,pha,pha_label,observation
,"Lima, Aristides Fraga",,696,L696,
,"Lima, Arthur Moreira",,696,L696,
,"Lima, Augusto Cavalheiro",,696,L696,
,"Lima, Carlos Emílio Corrêa",,697,L697,
,"Lima, Carmen",,697,L697,
,"Lima, Cleunice Orlandi de ",,697,L697,
,"Lima, Delcio Monteiro",,697,L697,
,"Lima, Ébion de ",,697,L697,
,"Lima, Edvaldo Pereira",,697,L697,
,"Lima, Edy",,697,L697,
,"Lima, Elon Lages",,697,L697,
,"Lima, Everardo Moreira",,697,L697,
,"Lima, Francisco Meton Marques de",,698,L698,
,"Lima, Geraldo França de",,698,L698,
,"Lima, Hector",,698,L698,
,"Lima, Heitor Ferreira",,698,L698,
,"Lima, Heloísa Pires",,698,L698,
,"Lima, Herman",,698,L698,
,"Lima, Idelmina Lopes de",,698,L698,
,"Lima, Jackson da Silva",,698,L698,
,"Lima, Jorge de",,698,L698,
,"Lima, Jorge Luis Niederawer de",,698,L698,
,"Lima, José Américo de",,698,L698,
,"Lima, Lauro de Oliveira",,698,L698,
,"Lima, Leonardo Pereira ",,698,L698,
,"Lima, Luiz Carlos",,698,L698,
,"Lima, Luiz Costa",,698,L698,
,"Lima, Lulu",,698,L698,
,"Lima, Luzia Mara Silva",,698,L698,
,"Lima, Maria Cristina Bessa",,699,L699,
,"Lima, Maria do Rosário Tavares de ",,699,L699,
,"Lima, Maria Natália",,699,L699,
,"Lima, Mário Hélio Gomes de",,699,L699,
,"Lima, Maurício de Souza",,699,L699,
,"Lima, Mauro Gomes Aranha de",,699,L699,
,"Lima, Mauro Vaz de",,699,L6991,DECIMAL ADICIONADO
,"Lima, Michele de Souza",,699,L699,
,"Lima, Miguel Ferreira",,699,L699,
,"Lima, Mirella Vieira",,699,L699,
,"Lima, Octavio Moreira",,699,L699,
,"Lima, Oliveira",,699,L699,
,"Lima, Regina Drummond e",,71,L71,
,"Lima, Ricardo da Cunha",,71,L71,
,"Lima, Roberto de Barros",,71,L71,
,"Lima, Rocha",,71,L71,
,"Lima, Ronaldo Cunha",,71,L71,
,"Lima, Rossini Tavares de Lima",,71,L71,
,"Lima, Rui Moreira",,71,L71,
,"Lima, Sérgio",,71,L71,
,"Lima, Silvia Elena",,71,L71,
,"Lima, Sonia Regina Albano de",,71,L71,
,"Linch, Jennifer",,718,L718,
,"Linck, Geraldo Tollens",,719,L719,
,"Lincoln, Abraham",,72,L72,
,"Lincoln, Sumer",,72,L72,
,"Lindbergh, Anne Morrow",,721,L721,
,"Lindeman, Richard H.",,722,L722,
,"Lindgren, Astrid",,723,L723,
,"Lindgren, Henry Clay",,723,L723,
,"Lindgren, Torgny",,723,L723,
,"Lindo, Elvira",,724,L724,
,"Lindop, Audrey Erskine",,724,L724,
,"Lindop, Christine",,724,L724,
,"Lindoso, Dirceu",,724,L724,
,"Lindqvist, John Ajvide",,724,L724,
,"Lindsay, Jeff",,725,L725,
,"Lindsey, David L.",,725,L7251,DECIMAL ADICIONADO
,"Liney, John",,726,L726,
,"Linhares, Célia",,728,L728,
,"Linhares, Célia Frazão Soares",,728,L728,
,"Linhares, Sérgio",,728,L728,
,"Linhares, Temístocles",,728,L728,
,"Link, Kelly",,729,L729,
,"Linn, Denise",,729,L729,
,"Linnemann, Ana",,729,L729,
,"Lino, Cleyton F.",,73,L73,
,"Lins, Álvaro",,731,L731,
,"Lins, Guto",,731,L731,
,"Lins, Ivan",,731,L731,
,"Lins, Osman",,732,L732,
,"Lins, Paulo",,732,L7321,DECIMAL ADICIONADO
,"Lins, Regina Navarro",,733,L733,
,"Lins, Ronaldo Lima",,733,L733,
,"Lins, Wilson",,733,L733,
,"Linton, Ralph",,734,L734,
,"Lipincott, Rachael",,738,L738,
,"Lipman, Matthew",,738,L738,
,"Lipp, Marilda Novaes",,741,L741,
,"Lippi, Flávia",,743,L743,
,"Lippman, Laura",,743,L743,
,"Lipschutz, Seymour",,744,L744,
,"Lira, Bruno Carneiro",,745,L745,
,"Lira, Elizeu C.",,745,L745,
,"Lira, Joana",,745,L745,
,"Lira, José",,745,L745,
,"Lisboa, Adriana",,75,L75,
,"Lisboa, Antonio Francisco",,75,L75,
,"Lisboa, Henriqueta",,75,L75,
,"Lisboa, João Francisco",,75,L75,
,"Lisboa, Julio Cezar Foschini",,75,L75,
,"Lisboa, Luiz C.",,75,L75,
,"Lísias, Ricardo",,753,L7532,DECIMAL ADICIONADO
,"L'Isle-Adam, Villiers de",,753,L753,
,"Lisondo, Héctor Rafael ",,753,L753,
,"Lispector, Clarice",,753,L753,
,"Lispector, Elisa",,753,L7531,DECIMAL ADICIONADO
,"Litrento, Oliveiros",,755,L755,
,"Littell, Robert",,755,L755,
,"Litten, Kristyna",,755,L755,
,"Little, Toby",,756,L756,
,"Livoti, Carol",,762,L762,
,"Liz, Claudia",,765,L765,
,Liza,,765,L765,
,"Ljubtschenko, Valentina",,768,L768,
,"Llamazares, Julio",,769,L769,
,"Llanas, Angela",,769,L769,
,"Llewellyn, Claire",,769,L769,
,"Llewellyn, Richard",,769,L769,
,"Llimós, Anna",,77,L77,
,"Lloyd, Alan",,773,L773,
,"Lloyd, Amy",,773,L773,
,"Llyoyd, Dana Ohlmeyer",,773,L773,
,"Loader, Mandy",,774,L774,
,Lobão,,776,L776,
,"Lobato, David Menezes",,777,L777,
,"Lobato, Josefina Pimenta",,777,L777,
,"Lobato, Monteiro",,778,L778,
,"Lobo, Fernando",,783,L783,
,"Lobo, Luiz",,783,L783,
,"Lobo, Rita",,785,L785,
,"Lobo, Tiza",,785,L785,
,"Lôbo, Yolanda",,785,L785,
,"Locatelli, Cristina",,788,L788,
,"Locke, John",,792,L792,
,"Lockhart, E.",,,L792,
,"Lodi-Ribeiro, Gerson",,797,L797,
,"Lody, Raul",,811,L811,
,"Lofredo, Ana Maria",,819,L819,
,"Lofts, Norah",,819,L819,
,"Logue, Mark",,824,L824,
,"Lohbauer, Christian",,824,L824,
,"Loibl, Elisabeth",,826,L826,
,"Loiola, Alessandro",,826,L826,
,"Lolas, Fernando",,829,L829,
,"Lomax, Eric Sutherland",,832,L832,
,"Lombardi, Bruna",,833,L833,
,"Lombroso, César",,835,L835,
,"Lommel, Andreas",,836,L836,
,"London, Jack",,838,L838,
,"Long, Jeffrey",,839,L839,
,"Long, John",,839,L839,
,"Long, Max Freedom",,839,L839,
,"Longhi, Jairo Tadeu",,842,L842,
,Longo,,845,L845,
,"Longo, Walter",,845,L845,
,"Look, Lenore",,848,L848,
,"Loos, Sigrid",,848,L848,
,"Lope, Manuel",,849,L849,
,"Lopes Filho, Otacilio de C.",,852,L852,
,"Lopes Neto, J. Simões",,854,L854,
,"Lopes, Alexandra",,85,L85,
,"Lopes, Alexandre Apolo da Silveira Menezes",,85,L85,
,"Lopes, Alice Casimiro",,85,L85,
,"Lopes, Angélica",,85,L85,
,"Lopes, Antonio",,85,L85,
,"Lopes, Antonio Augusto de Sá",,85,L85,
,"Lopes, Augustus Nicodemus",,85,L85,
,"Lopes, Carlos Herculano",,851,L851,
,"Lopes, Carmem Ligia",,851,L851,
,"Lopes, Danyael",,851,L851,
,"Lopes, Dêner B.",,851,L851,
,"Lopes, Edward",,851,L851,
,"Lopes, Eliane Marta Teixeira",,851,L851,
,"Lopes, Emilio Mira Y",,851,L851,
,"Lopes, Fernão",,852,L852,
,"Lopes, Haroldo",,852,L852,
,"Lopes, Helena Theodoro",,852,L852,
,"Lopes, Hernandes Dias",,852,L852,
,"Lopes, Isabel Laureano",,852,L852,
,"Lopes, J. A. Dias",,853,L853,
,"Lopes, J. Leite",,853,L853,
,"Lopes, José Leme",,853,L853,
,"Lopes, Juarez Rubens Brandão",,853,L853,
,"Lopes, Karolina",,853,L853,
,"Lopes, Leme",,854,L854,
,"Lopes, Márcia Pereira",,854,L854,
,"Lopes, Maria da Glória",,854,L854,
,"Lopes, Moacir Costa",,854,L854,
,"Lopes, Nei",,854,L854,
,"Lopes, Plínio Carvalho",,855,L855,
,"Lopes, Reinaldo José",,855,L855,
,"Lopes, Ribamar",,855,L855,
,"Lopes, Sônia",,855,L855,
,"Lopez, Adriana",,857,L857,
,"Lopez, Robert",,859,L859,
,"Lopez, Telê Porto Ancona",,859,L859,
,"Lord, Bette Bao",,863,L863,
,"Lord, Shirley",,863,L863,
,"Lord, Walter",,863,L863,
,"Lore, Pittacus",,864,L864,
,"Loredo, Jorge",,864,L864,
,"Lorencini, Ligia Claret",,865,L865,
,"Lorenz, Francisco Valdomiro ",,867,L867,
,"Lorenz, Konrad",,867,L867,
,"Lorenz, Marita",,867,L867,
,"Lorenzetti, Valentim",,867,L867,
,"Lorenzi, Henri",,868,L868,
,"Lorenzotti, Elizabeth",,869,L869,
,"Loricchio, J. Demétrio",,874,L874,
,"Lossani, Chiara",,889,L889,
,"Lothrop, Hannah",,894,L894,
,"Lotito, Iza",,896,L896,
,"Lottman, Eileen",,91,L91,
,"Lotufo, João",,913,L913,
,"Lotz, Sarah",,917,L917,
,"Louis, Michel",,926,L926,
,"Loumaye, Jacqueline",,926,L926,
,"Loureiro, Carlos Frederico Bernardo",,928,L928,
,"Lourenço Filho, Manuel Bergström",,934,L934,
,"Lourenço, Elizabeth Maria Ximenes",,933,L933,
,"Lourenço, Frederico",,934,L934,
,"Lourenço, Hermes",,934,L934,
,"Lourenço, Orlando M.",,935,L935,
,"Louro, Guacira Lopes",,938,L938,
,"Lousada, Wilson",,94,L94,
,"Louzada, Maurício",,944,L944,
,"Louzeiro, José",,945,L945,
,"Love, Patrícia",,947,L947,
,"Lovecraft, H. P.",,947,L947,
,"Lovelace, Merline",,947,L947,
,"Lovelock, James",,947,L947,
,"Lovetro, José Alberto",,949,L949,
,"Lowchinovscy, Sérgio",,952,L952,
,"Lowden, Desmond",,952,L952,
,"Lowe, Janet",,953,L953,
,"Lowe, Madeleine",,953,L953,
,"Lowell, Sophia",,953,L953,
,"Lowen, Alexander",,953,L953,
,"Lowenberg, Edwin C.",,953,L953,
,"Lowndes, Leil",,955,L955,
,"Lowry, Lois",,956,L956,
,"Lowry, Malcolm",,956,L956,
,"Löwy, Michael",,956,L956,
,"Loyolla, Isis Augusta",,958,L958,
,"Lu, Marie",,96,L96,
,"Lubbock, Sir John",,961,L961,
,"Luca, Arturo de",,965,L965,
,"Lucado, Max",,965,L965,
,"Lucarini, Spartaco",,965,L965,
,"Lucas, Fábio",,966,L966,
,"Lucca, José Carlos de",,967,L967,
,"Lucca, Louseanne Arnoldi",,967,L967,
,"Lucchese, Fernando",,967,L967,
,"Lucchesi, Marco",,967,L967,
,"Lucchetti, R. F.",,967,L967,
,"Lucci, Elian Alabi",,967,L967,
,"Lucena Júnior, Ricardo",,968,L968,
,"Lucena, Armando de",,968,L968,
,"Lucena, Maria Diva da Salete",,968,L968,
,"Lucena, Rodolfo",,968,L968,
,"Luchesi, Ivo",,969,L969,
,"Lucinda, Elisa",,971,L971,
,"Lúcio, Antonio",,972,L972,
,"Lück, Heloísa",,973,L973,
,"Luckesi, Cipriano Carlos",,973,L9731,DECIMAL ADICIONADO
,"Ludemir, Julio",,975,L975,
,"Ludin, Robert W.",,975,L975,
,"Lüdke, Menga",,975,L975,
,"Ludlum, Robert",,975,L975,
,"Ludmer, Paulo",,975,L975,
,"Ludwing, Antonio Carlos Will",,975,L975,
,"Luengo, Rita de Fátima Alves",,975,L975,
,"Luft, Celso Pedro",,975,L975,
,"Luft, Lya",,975,L975,
,"Luighi, Edmar",,977,L977,
,Luís XIV,,978,L9781,DECIMAL ADICIONADO
,Luís XV,,978,L978,
,"Luiselli, Valeria",,978,L978,
,Luiz Gê,,979,L979,
,"Lukacs, Georg [Szegedi Lukacs, Gyorgi]",1885-1971,98,L98,
,"Lukesch, Anton",,98,L98,
,"Luna, Cristina",,983,L983,
,"Luna, Sergio Vasconcelos de",,983,L983,
,"Lundsted, Betty",,983,L983,
,"Luperini, Roberto",,985,L985,
,"Lupton, Hugh",,987,L987,
,"Luria, A. R.",,988,L988,
,"Lustbader, Eric Van",,99,L99,
,"Lustosa, Isabel",,99,L99,
,Lutero,,991,L991,
,"Lutz, Ericka",,992,L992,
,"Luxemburg, Rosa",1871-1919,993,L993,
,"Luyten, Joseph",,993,L993,
,"Luz, Daniel",,994,L994,
,"Luz, Madel Therezinha",,994,L994,
,"Luz, Milton",,994,L994,
,"Luz, Mônica Abud P. C.",,994,L994,
,"Luz, Nadyr Corrêa",,994,L994,
,"Luz, Pedro Paulo da",,994,L994,
,"Luz, William",,994,L994,
,"Luzuriaga, Lorenzo",,994,L994,
,"Lynch, David",,996,L996,
,"Lynch, Elisa",,996,L996,
,"Lynch, Scott",,996,L996,
,"Lynton, Norbert",,997,L997,
,"Lyon, Tammnie",,997,L997,
,"Lyons, John",,997,L997,
,"Lyotard, Jean-Fraçois",,997,L997,
,"Lyra Filho, João",,998,L998,
,"Lyra Filho, Roberto",,998,L998,
,"Lyra, Eduardo",,998,L998,
,"Lyra, Fábio",,998,L998,
,"Lyra, Pedro",,998,L998,
,"Lys, Edmundo",,998,L998,
,"Lyton, Lord",,999,L999,
,"Lytton, Edward George Bulwer",,999,L999,
,"Lyz, Sueli",,999,L999,
,M. J. P. Charpentier,,,Conferir,
,"M., Juliette",,1,M1,
,"Maar, Wolfgang Leo",,11,M11,
,"Maas, Peter",,11,M11,
,"Macambira, José Rebouças",,113,M113,
,"Macandrew, Richard",,113,M113,
,"Macarini, Eliane",,113,M113,
,"MacArthur, John",,113,M113,
,"Maccari, Natália",,115,M115,
,"MacDonald, Amy",,115,M115,
,"Macdonald, Fiona",,118,M118,
,"MacDonald, John",,118,M1181,DECIMAL ADICIONADO
,"Macdonald, Ross",,118,M118,
,"Macedo, Cláudia",,12,M12,
,"Macedo, Edir",,12,M12,
,"Macedo, Elizabeth",,12,M12,
,"Macedo, Elizeu Coutinho de",,12,M12,
,"Macedo, Gilberto de",,121,M121,
,"Macedo, Haroldo",,121,M121,
,"Macêdo, Ivanildo Izaias de",,121,M121,
,"Macedo, João Baptista",,121,M121,
,"Macedo, Joaquim Manuel de",,121,M121,
,"Macedo, José Armando",,121,M121,
,"Macedo, Lino de",,122,M122,
,"Macfarlane, Aidan",,126,M126,
,"MacGovern, Ann",,127,M127,
,"MacGregor, Cynthia",,127,M127,
,"Macgregor, Virginia",,127,M127,
,"Machado Filho, Aires da Mata",,131,M131,
,"Machado, Adriana",,129,M129,
,"Machado, Afonso",,129,M129,
,"Machado, Alexandre F.",,129,M129,
,"Machado, Ana Maria",1941-,129,M129,
,"Machado, André Monteiro de Barros",,129,M129,
,"Machado, Angelo",,129,M129,
,"Machado, Angelo Barbosa Monteiro",1934,129,M129,
,"Machado, Aníbal M. [Aníbal Monteiro Machado]",1894-1964,129,M129,
,"Machado, Anna Rachel ",,129,M129,
,"Machado, Antonio",,129,M129,
,"Machado, Antonio dos Santos",,129,M129,
,"Machado, Ardevan",,129,M129,
,"Machado, Arlindo",,129,M129,
,"Machado, Carlos Eduardo Dias",,13,M13,
,"Machado, Christina Matta",,13,M13,
,"Machado, Cinthya Pinheiro",,13,M13,
,"Machado, Cláudio",,13,M13,
,"Machado, David Camargo",,13,M13,
,"Machado, Duda",,13,M13,
,"Machado, Dyonelio",,13,M13,
,"Machado, Eduardo",,13,M13,
,"Machado, Gustavo",,131,M131,
,"Machado, Irene Pacheco",,131,M131,
,"Machado, José Luiz",,131,M131,
,"Machado, Júlio César",,131,M131,
,"Machado, Júlio Cesar Faria",,131,M131,
,"Machado, Leão",,132,M132,
,"Machado, Lia Márcia",,132,M132,
,"Machado, Luís Toledo",,132,M132,
,"Machado, Luiz Raul",,132,M132,
,"Machado, Maria Clara",,132,M132,
,"Machado, Maria Lúcia A.",,132,M132,
,"Machado, Mateus",,132,M132,
,"Machado, Ney",,132,M132,
,"Machado, Nilson José",,132,M132,
,"Machado, Regina",,133,M133,
,"Machado, Rubem Mauro",,133,M1331,DECIMAL ADICIONADO
,"Machado, Ubiratan",,135,M135,
,"Machado, Ubiratan Paulo",,135,M135,
,"Machell, Dawn",,135,M135,
,"Maciel, Eliane",,138,M138,
,"Maciel, Evandro Alves",,138,M138,
,"Maciel, José Fabio Rodrigues",,138,M138,
,"Maciel, Lizete Shizue Bomura",,138,M138,
,"Maciel, Luiz Carlos",,138,M138,
,"Maciel, Pedro",,139,M139,
,"Macinnes, Helen",,14,M14,
,"Mack, Lorrie",,141,M141,
,"Mackintosh, Clare",,144,M144,
,"MacLaine, Shirley",,145,M145,
,"MacLean, Alistair",,145,M145,
,"MacLean, Sarah",,145,M145,
,"Macleod, Alison",,145,M1451,DECIMAL ADICIONADO
,"Macomber, Debbie",,146,M1463,DECIMAL ADICIONADO
,"Macy, John",,15,M15,
,"Madalena, Frei Gabriel de S. Maria ",,151,M151,
,"Madeira, Fábio",,153,M153,
,Madonna,,155,M155,
,Madre Teresa,,156,M156,
,"Madruga, Roberto Pessoa",,157,M157,
,"Maduar, Alberto",,158,M158,
,"Mãe, Valter Hugo",,16,M16,
,"Maes, Hercílio",,16,M16,
,"Maeterlinck, Maurice",,16,M16,
,"Maffei, Cirinéia Iolanda",,162,M162,
,"Maffra, Arlem",,162,M162,
,"Magaldi, Miguel",,163,M163,
,"Magaldi, Sábato",,163,M163,
,"Magalhães Junior, A.",,166,M166,
,"Magalhães Júnior, Raymundo",,166,M166,
,"Magalhães, Ana Maria",,164,M164,
,"Magalhães, Basílio de",,164,M164,
,"Magalhães, Carlos Eduardo",,165,M165,
,"Magalhães, Claudio",,165,M165,
,"Magalhães, Couto de",,165,M165,
,"Magalhães, Dominique",,165,M165,
,"Magalhães, F.",,166,M166,
,"Magalhães, Fernão de",,166,M166,
,"Magalhães, José Cezar de",,166,M166,
,"Magalhães, Mário",,167,M167,
,"Magalhães, Ricardo",,168,M168,
,"Magalhães, Ricardo João",,168,M168,
,"Magalhães, Roberto",,168,M168,
,"Magalhães, Sérgio Palombo de",,169,M169,
,"Magalhães, Valentim",,169,M169,
,"Magallanes, Alejandro",,169,M169,
,"Magden, Perihan",,17,M17,
,"Mager, Robert F.",,171,M171,
,"Magnani, José Guilherme Cantor",,176,M176,
,"Magnani, Maria do Rosário M.",,176,M176,
,"Magnié, M. N.",,176,M176,
,"Magno, Carlos",,176,M176,
,"Magnoli, Demétrio",,176,M176,
,"Maguire, Jackie",,18,M18,
,"Mahan, Bruce H.",,181,M181,
,"Mahfuz, Nagib",,181,M181,
,"Mahone, Sérgio",,182,M182,
,"Mahoney, William F.",,182,M182,
,"Maia, Carmen",,185,M185,
,"Maia, Christiane Martinatti",,185,M185,
,"Maia, Eleonora Motta",,185,M185,
,"Maia, Felícia",,186,M186,
,"Maia, João Domingues ",,186,M186,
,"Maia, João Nunes",,186,M186,
,"Maia, Joseane",,186,M186,
,"Maia, Pedro",,187,M187,
,"Maia, Raul",,188,M188,
,"Maia, Tim",,188,M188,
,"Maia, Tom",,188,M188,
,"Maia, Vitor",,188,M188,
,"Maiakóvski, Vladimir",,188,M188,
,"Maida, Judith Nuria",,189,M189,
,"Mailer, Norman",,19,M19,
,"Mainardes, Jefferson",,191,M191,
,"Mainardi, Diogo",,191,M191,
,"Maingueneau, Dominique",,191,M191,
,"Maino, Mônica",,191,M191,
,"Maior, A. Souto",,192,M192,
,"Maior, Marcel Souto",,192,M192,
,Maitena,,193,M193,
,"Major, Lucinda",,194,M194,
,"Major, Suzanne",,194,M194,
,"Makarenko, A. S.",,195,M195,
,"Malacrida, Leonardo de Matos",,196,M196,
,"Malafaia, Albertina",,196,M196,
,"Malafaia, Silas",,196,M196,
,"Malan, General Souto",,197,M197,
,"Malanga, Eugênio",,197,M197,
,"Malaparte, Curzio",,197,M197,
,"Maldonado, Maria Tereza",,211,M211,
,Malena,,212,M212,
,"Malerba, Luigi",,213,M213,
,"Malerman, Josh",,213,M213,
,"Maley, Alan",,213,M213,
,"Malfa, Vera",,214,M214,
,"Malheiros, Paulo",,216,M216,
,"Malinowski, Bronislaw",,217,M217,
,"Malkin, Nina",,218,M218,
,"Mallard, Letícia",,219,M219,
,"Mallery, Susan",,22,M22,
,"Mallet, João Carlos de Medeiros Pardal",,22,M22,
,"Mallett, Marina",,22,M22,
,"Malley, Gemma",,22,M22,
,"Mallory, Sir T.",,22,M22,
,"Malmberg, Bertil",,221,M221,
,"Malone, Aubrey",,222,M222,
,"Malory, Thomas",,222,M222,
,"Malot, Hector",,222,M222,
,"Malpas, Jodi Ellen",,223,M223,
,"Malpass, Leslie F",,223,M223,
,"Malraux, André",,223,M223,
,"Malta, Layr",,225,M225,
,"Malta, Luiz Roberto",,225,M225,
,"Malta, Therezinha",,225,M225,
,"Maltez, Manu",,226,M226,
,"Malthus, Thomas Robert",,226,M226,
,"Maluf, Daniela Pinotti",,227,M227,
,"Maluf, Maria Gertrudes Coelho",,227,M227,
,"Maluf, Nagiba Maria Rizék",,227,M227,
,"Malvino,  Albert Paul",,228,M228,
,"Mambert, W. A.",,23,M23,
,"Mammana, Lilian",,233,M233,
,"Man, John",,235,M235,
,"Manacorda, Mario Aliguiero",,235,M235,
,"Manapul, Francis",,235,M235,
,Manara,,235,M235,
,"Mañas, Antonio Vico",,235,M235,
,"Mancini, Marc",,237,M237,
,"Mandel, Emily St. John",,239,M239,
,"Mandela, Nelson",,239,M239,
,"Mandino, Og",,239,M239,
,"Mañé, Ricardo",,24,M24,
,"Manente, Luiz Clério",,24,M24,
,"Mañeru, Maria",,24,M24,
,"Manet, Edouard",,24,M24,
,"Manguel, Alberto",,242,M242,
,"Manic, Gordana",,245,M245,
,"Manilius, Marcus",,245,M245,
,"Mankell, Henning",,245,M245,
,"Mann, Jim",,246,M246,
,"Mann, Klaus",,246,M246,
,"Mann, Thomas",,246,M246,
,"Mannheim, Karl",,246,M246,
,"Manning, Mick",,246,M246,
,"Mannoni, Maud",,246,M246,
,"Manoela, Larissa",,247,M247,
,"Mansbach, Adam",,248,M248,
,"Mansell, Jill",,248,M248,
,"Mansfield, Katherine",,248,M248,
,"Manso, Bruno Paes",,249,M249,
,"Manson, Mark",,249,M249,
,"Mansutti, Maria Amábile",,249,M249,
,"Mantega, Guido",,25,M25,
,"Mantel, Hilary",,25,M25,
,"Mantoan, Maria Teresa Égler",,251,M251,
,"Mantovani, Bráulio",,251,M251,
,"Mantovani, Sebastião",,251,M251,
,Manuel Filho,,251,M251,
,"Manzo, José Maria Campos",,253,M253,
,"Manzoni, Alessandro",,253,M253,
,"Manzotti, Padre Reginaldo ",,253,M253,
,"Mao Junior, José",,253,M253,
,Máqui,,255,M255,
,"Maquiavel, Nicolau",,255,M255,
,"Marafon, Maria Rosa Cavalheiro",,257,M257,
,"Márai, Sándor",,258,M258,
,"Maran, Júlio",,259,M259,
,"Maranão, Sergio",,259,M259,
,"Maranhão, Haroldo",,26,M26,
,"Maranhão, José Luiz de Souza",,26,M26,
,"Maranhão, Josué",,26,M26,
,"Marc, Charlotte",,262,M262,
,Marcatti,,262,M262,
,"Marcelino, Tiago Lima",,263,M263,
,"Marcellino, Nelson Carvalho",,263,M263,
,"Marcéu, A.",,263,M263,
,"Marchesan, Irene Queiroz",,264,M264,
,"Marchesi, Álvaro",,264,M264,
,"Marchesi, Jost J.",,264,M264,
,"Marcílio, Maria Luiza",,266,M266,
,"Marciniuk, Ruth",,266,M266,
,"Marconato, Maria de Lourdes Nascimento",,267,M267,
,"Marcondes, Carlos",,269,M269,
,"Marcondes, Oswaldo",,272,M272,
,"Marcondes, Ruth Sandoval",,273,M273,
,"Marconi, Guglielmo",,275,M275,
,"Marconi, Marina de Andrade",,275,M275,
,Marcos [jogador],,276,M276,
,"Marcos, Daniela",,276,M276,
,"Marcos, Luis Rojas",,276,M276,
,"Marcos, Plínio",,276,M276,
,"Marcozzi, Alayde Madeira",,276,M276,
,"Marcus, Gary",,277,M277,
,"Marcus, Jan",,277,M277,
,"Marcuschi, Luiz Antonio",,277,M277,
,"Marcuse, Herbert",,277,M277,
,"Marcuse, Irene",,277,M277,
,"Marczak, Cláudia",,277,M277,
,Marechal Rondon,,279,M279,
,"Margotta, Roberto",,283,M283,
,"Mari, Nicola",,285,M285,
,Maria Antonieta,,285,M285,
,Maria Stuart,,285,M285,
,"Maria, Eugenia",,285,M285,
,"Maria, Joaquim Parron",,285,M285,
,"Maria, Luzia de",,285,M285,
,"Marian, Scott",,286,M286,
,"Mariana, Maria",,286,M286,
,"Mariani, Mario",,286,M286,
,"Mariani, Scott",,286,M286,
,"Mariano, Fabrício José Teixeira",,286,M286,
,"Mariano, Julio",,286,M286,
,"Mariano, Marcel",,286,M286,
,"Marías, Javier",,286,M286,
,"Maricato, Ermínia",,286,M286,
,"Marighella, Carlos",,288,M288,
,"Marigny, Carlos de",,288,M288,
,"Marillier, Juliet",,288,M288,
,"Marin, Alda Junqueira",,289,M289,
,"Marin, Claudia",,289,M289,
,"Marín, Lorena",,289,M289,
,"Marin, Marilú Favarion",,289,M289,
,"Marinho, Bertani",,29,M29,
,"Marinho, Elisabeth ",,29,M29,
,"Marinho, Heloísa",,29,M29,
,"Marinho, João Carlos",,29,M29,
,"Marinho, Jorge Miguel",,29,M29,
,"Marinho, Roberto",,291,M291,
,"Marino Júnior, Raúl",,293,M293,
,"Marinoff, Lou",,293,M293,
,"Marins Filho, Luiz A.",,294,M294,
,"Marins, Francisco",,294,M294,
,"Marins, Luiz",,294,M294,
,"Marins, Paulo",,294,M294,
,"Marion, Arnaldo",,295,M295,
,"Marion, Isaac",,295,M295,
,"Marion, José Carlos",,295,M295,
,"Maristas, Irmãos",,295,M295,
,"Maritain, Jacques",,296,M296,
,"Mariutti, Eduardo Barros",,296,M296,
,"Mariz, Vasco",,296,M296,
,"Markert, Tom",,297,M297,
,"Markham, F. M. H.",,297,M297,
,"Markham, Wendy",,297,M297,
,"Markides, Kyriacos C.",,297,M297,
,"Markum, Paulo",,297,M297,
,"Markus, John",,297,M297,
,"Marlowe, Stephen",,298,M298,
,"Marnat, Marcel",,31,M31,
,"Maron, Alexandre",,312,M312,
,"Marote, João Teodoro D´Olim",,314,M314,
,"Marote, Marly Beretta Olim",,314,M314,
,"Marques Neto, João Francisco",,319,M319,
,"Marques, A. H. Oliveira",,315,M315,
,"Marques, Abel Joaquim",,315,M315,
,"Marques, Adhemar Martins",,315,M315,
,"Marques, Amadeu",,315,M315,
,"Marques, André Aguiar",,315,M315,
,"Marques, Cintia de Faria Pimentel Marques",,316,M316,
,"Marques, Cristina",,316,M316,
,"Marques, Francisco",,317,M317,
,"Marques, Giseti",,317,M317,
,"Marques, Hilton",,317,M317,
,"Marques, Isabel A.",,317,M317,
,"Marques, João Queiroz",,318,M318,
,"Marques, José Roberto",,318,M318,
,"Marques, Juracy C.",,318,M318,
,"Marques, Marcelo Scaff",,319,M319,
,"Marques, Oswaldino",,32,M32,
,"Marques, Paulo Edson",,32,M32,
,"Marques, Raul José Côrtes",,32,M32,
,"Marques, Simone O.",,321,M321,
,Marquesa de Santos,,,Conferir,
,"Marques-Rambourg, Márcia",,32,M3201,DECIMAL ADICIONADO
,"Marquetti, Allan Kipper",,321,M321,
,"Marras, Stelio",,323,M323,
,"Marriott, Sara",,324,M324,
,"Marrou, Henri Irénée",,325,M325,
,"Marrus, Michael R.",,325,M325,
,"Mars, Domonique de Saint",,326,M326,
,"Marsala, Sérgio G. S.",,326,M326,
,"Marschalek, Ruth",,326,M326,
,"Marsden, John",,326,M326,
,"Marsh, Ngaio",,327,M327,
,"Marshall Junior, Isnard",,328,M328,
,"Marshall, Alfred",,328,M328,
,"Marshall, Peter",,328,M328,
,"Marsico, Maria Teresa",,328,M328,
,"Marsons, Angela",,328,M328,
,"Martel, Yann",,331,M331,
,"Martelli, Plínio Rudge",,331,M331,
